采集时间,目标日期,总任务数,已完成任务数,缺货任务数,未完成任务数,计重任务数,商品种类数,不计重任务数,商户数,新鲜蔬菜_未完成,新鲜蔬菜_已完成,新鲜蔬菜_缺货,新鲜肉类_未完成,新鲜肉类_已完成,新鲜肉类_缺货,鲜活水产_未完成,鲜活水产_已完成,鲜活水产_缺货,时令果蔬_未完成,时令果蔬_已完成,时令果蔬_缺货,鲜活禽类_未完成,鲜活禽类_已完成,鲜活禽类_缺货,休闲食品_未完成,休闲食品_已完成,休闲食品_缺货,速冻速食_未完成,速冻速食_已完成,速冻速食_缺货,南北干货_未完成,南北干货_已完成,南北干货_缺货,厨房酱料_未完成,厨房酱料_已完成,厨房酱料_缺货,乳品烘焙_未完成,乳品烘焙_已完成,乳品烘焙_缺货,厨房用品_未完成,厨房用品_已完成,厨房用品_缺货,米面粮油_未完成,米面粮油_已完成,米面粮油_缺货,腊味熟食_未完成,腊味熟食_已完成,腊味熟食_缺货,其他_未完成,其他_已完成,其他_缺货,总重量(kg),平均重量(kg),API响应时间(ms),数据完整性
2025-09-30T03:54:29.994682,2025-09-30 00:00:00,1032,782,0,250,977,679,55,62,60,458,0,112,21,0,23,0,0,23,38,0,16,26,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T03:57:30.624426,2025-09-30 00:00:00,1032,798,0,234,977,679,55,62,60,458,0,104,29,0,18,5,0,23,38,0,13,29,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:00:31.219204,2025-09-30 00:00:00,1032,810,0,222,977,679,55,62,60,458,0,96,37,0,18,5,0,23,38,0,9,33,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:03:31.841707,2025-09-30 00:00:00,1032,815,0,217,977,679,55,62,60,458,0,96,37,0,18,5,0,23,38,0,4,38,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:06:32.438314,2025-09-30 00:00:00,1032,818,0,214,977,679,55,62,60,458,0,96,37,0,18,5,0,23,38,0,1,41,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:09:33.074939,2025-09-30 00:00:00,1032,818,0,214,977,679,55,62,60,458,0,96,37,0,18,5,0,23,38,0,1,41,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:12:33.687242,2025-09-30 00:00:00,1032,832,0,200,977,679,55,62,53,465,0,89,44,0,18,5,0,23,38,0,1,41,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:15:34.286503,2025-09-30 00:00:00,1032,852,0,180,977,679,55,62,50,468,0,72,61,0,18,5,0,23,38,0,1,41,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:18:34.989031,2025-09-30 00:00:00,1032,860,0,172,977,679,55,62,50,468,0,64,69,0,18,5,0,23,38,0,1,41,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:21:35.593583,2025-09-30 00:00:00,1032,882,0,150,977,679,55,62,35,483,0,58,75,0,18,5,0,23,38,0,0,42,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:24:36.207829,2025-09-30 00:00:00,1032,898,0,134,977,679,55,62,28,490,0,49,84,0,18,5,0,23,38,0,0,42,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:27:36.840322,2025-09-30 00:00:00,1032,904,0,128,977,679,55,62,28,490,0,48,85,0,13,10,0,23,38,0,0,42,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:30:37.484821,2025-09-30 00:00:00,1032,914,0,118,977,679,55,62,26,492,0,48,85,0,9,14,0,19,42,0,0,42,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:33:38.118324,2025-09-30 00:00:00,1032,921,0,111,977,679,55,62,21,497,0,48,85,0,9,14,0,17,44,0,0,42,0,0,15,0,2,74,0,1,64,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:36:38.758313,2025-09-30 00:00:00,1032,927,0,105,977,679,55,62,18,500,0,46,87,0,9,14,0,17,44,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:39:39.403878,2025-09-30 00:00:00,1032,939,0,93,977,679,55,62,17,501,0,37,96,0,9,14,0,15,46,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:42:40.170200,2025-09-30 00:00:00,1032,952,0,80,977,679,55,62,16,502,0,28,105,0,9,14,0,12,49,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:45:40.784187,2025-09-30 00:00:00,1032,953,0,79,977,679,55,62,16,502,0,28,105,0,9,14,0,11,50,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:48:41.473456,2025-09-30 00:00:00,1032,964,0,68,977,679,55,62,16,502,0,18,115,0,9,14,0,10,51,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-09-30T04:51:42.184647,2025-09-30 00:00:00,1032,973,0,59,977,679,55,62,16,502,0,11,122,0,9,14,0,8,53,0,0,42,0,0,15,0,2,74,0,0,65,0,1,45,0,3,15,0,2,4,0,0,22,0,7,0,0,0,0,0,0,0,0,完整
2025-10-11T01:51:36.069112,2025-10-11 00:00:00,993,563,0,430,950,693,43,60,206,302,0,147,0,0,25,0,0,14,51,0,32,0,0,0,3,0,1,39,0,1,105,0,0,23,0,0,17,0,0,1,0,0,22,0,4,0,0,0,0,0,0,0,0,完整
